algorithm,layer,utility,mean_violation,cvar,power_violation,dual_mean,dual_max,repair_selective_iters_mean,repair_alpha_mean,repair_alpha_min,repair_global_used_fraction,repair_global_scale_mean,repair_worst_excess_mean
budgeted_primal_dual_pgd,7,-753949.6875,25631.291015625,301488.4375,0.0,5.426242828369141,15.48205852508545,,,,,,
budgeted_primal_dual_pgd,8,-754385.0,25663.1484375,301647.125,0.0,6.134664058685303,17.232059478759766,,,,,,
budgeted_primal_dual_pgd,9,-754695.25,25667.306640625,301752.34375,0.0,6.849246978759766,18.982059478759766,,,,,,
budgeted_primal_dual_pgd,10,-754920.5625,25667.498046875,301825.53125,0.0,7.5638298988342285,20.732059478759766,,,,,,
budgeted_primal_dual_pgd_repair,1,-15526.0458984375,979.2517700195312,6210.7109375,2.2706531765948057e-08,1.2714554071426392,4.982058525085449,10.0,0.5857790112495422,0.019999999552965164,1.0,0.33152979612350464,-0.004999935626983643
budgeted_primal_dual_pgd_repair,2,-901985.5,30518.212890625,360782.90625,0.0,1.941085934638977,6.732058525085449,,,,,,
budgeted_primal_dual_pgd_repair,3,-722395.0625,24540.693359375,288933.3125,0.0,2.591304063796997,8.48205852508545,,,,,,
budgeted_primal_dual_pgd_repair,4,-755077.3125,25659.8984375,301990.59375,0.0,3.2978267669677734,10.23205852508545,,,,,,
budgeted_primal_dual_pgd_repair,5,-751978.5625,25559.9375,300734.65625,0.0,4.003523349761963,11.98205852508545,,,,,,
budgeted_primal_dual_pgd_repair,6,-753461.4375,25626.017578125,301310.9375,0.0,4.711659908294678,13.73205852508545,,,,,,
budgeted_primal_dual_pgd_repair,7,-753949.6875,25631.291015625,301488.4375,0.0,5.426242828369141,15.48205852508545,,,,,,
budgeted_primal_dual_pgd_repair,8,-754385.0,25663.1484375,301647.125,0.0,6.134664058685303,17.232059478759766,,,,,,
budgeted_primal_dual_pgd_repair,9,-754695.25,25667.306640625,301752.34375,0.0,6.849246978759766,18.982059478759766,,,,,,
budgeted_primal_dual_pgd_repair,10,-754920.5625,25667.498046875,301825.53125,0.0,7.5638298988342285,20.732059478759766,,,,,,
budgeted_primal_dual_pgd_repair,11,-906028.1875,25685.072265625,301875.5,0.0,10.651915550231934,28.232059478759766,,,,,,
budgeted_primal_dual_pgd_repair,12,-1131913.625,31461.365234375,377108.3125,0.0,13.776915550231934,35.732059478759766,,,,,,
budgeted_primal_dual_pgd_repair,13,-1108372.125,30777.888671875,369234.4375,0.0,16.441490173339844,41.316062927246094,,,,,,
budgeted_primal_dual_pgd_repair,14,-1347065.875,61969.1875,448701.65625,0.0,19.566492080688477,48.816062927246094,,,,,,
budget_aware_primal_dual_unfolded,1,-33038.97265625,979.2517700195312,6210.7109375,2.2706531765948057e-08,0.11228951066732407,0.7958930134773254,,,,,,
budget_aware_primal_dual_unfolded,2,-83340.8984375,10243.6904296875,121323.9765625,0.0,0.12491240352392197,0.7893284559249878,,,,,,
budget_aware_primal_dual_unfolded,3,-5413188.5,41309.30859375,493831.5,0.0,7.842233180999756,20.619401931762695,,,,,,
budget_aware_primal_dual_unfolded,4,-464.0325622558594,15300.7265625,183244.359375,0.0,8.95772647857666,23.68100929260254,,,,,,
budget_aware_primal_dual_unfolded,5,-20832.32421875,990.5817260742188,11859.4140625,0.0,8.958322525024414,23.684133529663086,,,,,,
budget_aware_primal_dual_unfolded,6,-5815.4375,374.3004150390625,4381.2744140625,0.0,15.359233856201172,43.877098083496094,,,,,,
budget_aware_primal_dual_unfolded,7,-884.2041625976562,57.09578323364258,551.9075317382812,0.0,22.13832664489746,62.460235595703125,,,,,,
budget_aware_primal_dual_unfolded,8,-201.61886596679688,5.305018901824951,62.55742645263672,0.0,22.139144897460938,62.46401596069336,,,,,,
budget_aware_primal_dual_unfolded,9,-1253.44873046875,5.994186878204346,66.8390121459961,0.0,22.171682357788086,62.52642059326172,,,,,,
budget_aware_primal_dual_unfolded,10,-1583.361328125,14.927702903747559,106.47866821289062,0.0,22.17230987548828,62.52809524536133,,,,,,
feasibility_restored_primal_dual_unfolded,1,-33038.97265625,979.2517700195312,6210.7109375,2.2706531765948057e-08,0.11228951066732407,0.7958930134773254,10.0,0.630374014377594,0.019999999552965164,1.0,0.15814615786075592,-0.005000203847885132
feasibility_restored_primal_dual_unfolded,2,-83340.8984375,10243.6904296875,121323.9765625,0.0,0.12491240352392197,0.7893284559249878,,,,,,
feasibility_restored_primal_dual_unfolded,3,-5413188.5,41309.30859375,493831.5,0.0,7.842233180999756,20.619401931762695,,,,,,
feasibility_restored_primal_dual_unfolded,4,-464.0325622558594,15300.7265625,183244.359375,0.0,8.95772647857666,23.68100929260254,,,,,,
feasibility_restored_primal_dual_unfolded,5,-20832.32421875,990.5817260742188,11859.4140625,0.0,8.958322525024414,23.684133529663086,,,,,,
feasibility_restored_primal_dual_unfolded,6,-5815.4375,374.3004150390625,4381.2744140625,0.0,15.359233856201172,43.877098083496094,,,,,,
feasibility_restored_primal_dual_unfolded,7,-884.2041625976562,57.09578323364258,551.9075317382812,0.0,22.13832664489746,62.460235595703125,,,,,,
feasibility_restored_primal_dual_unfolded,8,-201.61886596679688,5.305018901824951,62.55742645263672,0.0,22.139144897460938,62.46401596069336,,,,,,
feasibility_restored_primal_dual_unfolded,9,-1253.44873046875,5.994186878204346,66.8390121459961,0.0,22.171682357788086,62.52642059326172,,,,,,
feasibility_restored_primal_dual_unfolded,10,-1583.361328125,14.927702903747559,106.47866821289062,0.0,22.17230987548828,62.52809524536133,,,,,,
feasibility_restored_primal_dual_unfolded,11,-1444.0701904296875,8.702677726745605,45.78897476196289,0.0,24.98480987548828,70.02809143066406,,,,,,
feasibility_restored_primal_dual_unfolded,12,-1112318.25,30901.609375,370282.46875,0.0,27.79730987548828,77.52809143066406,,,,,,
feasibility_restored_primal_dual_unfolded,13,-963610.125,26740.853515625,320738.8125,0.0,30.15363121032715,85.02809143066406,,,,,,
feasibility_restored_primal_dual_unfolded,14,-1308548.375,57498.09375,435586.625,0.0,32.96613311767578,92.52809143066406,,,,,,
risk_neutral_pgd,1,30.038537979125977,3837.032470703125,39608.109375,8.514949634275126e-09,,,,,,,,
risk_neutral_pgd,2,53.290863037109375,3712.715087890625,38730.75,0.0,,,,,,,,
risk_neutral_pgd,3,57.3372802734375,3655.660400390625,38016.390625,0.0,,,,,,,,
risk_neutral_pgd,4,60.17415237426758,3991.294921875,42532.296875,0.0,,,,,,,,
risk_neutral_pgd,5,58.3320198059082,4152.98974609375,43995.30859375,0.0,,,,,,,,
risk_neutral_pgd,6,57.9698486328125,4217.8310546875,45515.5859375,0.0,,,,,,,,
risk_neutral_pgd,7,61.718257904052734,3639.704833984375,39317.578125,0.0,,,,,,,,
risk_neutral_pgd,8,60.57371520996094,3862.3466796875,42127.5546875,0.0,,,,,,,,
risk_neutral_pgd,9,63.90980911254883,4397.30712890625,48260.4296875,0.0,,,,,,,,
risk_neutral_pgd,10,62.03639221191406,4054.385498046875,44061.71875,0.0,,,,,,,,
wideband_pgd,1,-204727.1875,2133.536865234375,21593.77734375,1.9868215517249155e-08,,,,,,,,
wideband_pgd,2,-7076927.0,78572.1953125,737296.3125,0.0,,,,,,,,
wideband_pgd,3,-4909510.0,52234.21875,515752.5625,0.0,,,,,,,,
wideband_pgd,4,-5794438.0,60186.22265625,611458.1875,0.0,,,,,,,,
wideband_pgd,5,-5578311.5,58015.91015625,588511.4375,0.0,,,,,,,,
wideband_pgd,6,-5637619.5,58639.26953125,594756.0,0.0,,,,,,,,
wideband_pgd,7,-5624829.5,58524.90625,593371.875,0.0,,,,,,,,
wideband_pgd,8,-5628796.5,58574.484375,593774.5625,0.0,,,,,,,,
wideband_pgd,9,-5628141.0,58574.94921875,593691.75,0.0,,,,,,,,
wideband_pgd,10,-5628458.0,58582.015625,593718.125,0.0,,,,,,,,
budgeted_primal_dual_pgd,1,-53994.3515625,2133.536865234375,21593.77734375,1.9868215517249155e-08,1.4790587425231934,7.216684341430664,,,,,,
budgeted_primal_dual_pgd,2,-2459238.0,82296.0390625,983673.875,0.0,2.349987268447876,8.966684341430664,,,,,,
budgeted_primal_dual_pgd,3,-1976930.375,66220.4921875,790732.125,0.0,3.224987268447876,10.716684341430664,,,,,,
budgeted_primal_dual_pgd,4,-2079229.0,69620.7734375,831631.6875,0.0,4.099987506866455,12.466684341430664,,,,,,
budgeted_primal_dual_pgd,5,-2075592.25,69491.8125,830156.8125,0.0,4.974987030029297,14.216684341430664,,,,,,
budgeted_primal_dual_pgd,6,-2080645.5,69633.2265625,832157.875,0.0,5.849987030029297,15.966684341430664,,,,,,
budgeted_primal_dual_pgd,7,-2083241.875,69672.6484375,833175.4375,0.0,6.724987506866455,17.716684341430664,,,,,,
budgeted_primal_dual_pgd,8,-2265909.0,75713.7265625,906221.0,0.0,7.599987506866455,19.466684341430664,,,,,,
budgeted_primal_dual_pgd,9,-2231311.25,74552.140625,892380.875,0.0,8.397677421569824,19.361230850219727,,,,,,
budgeted_primal_dual_pgd,10,-2245326.0,75009.96875,897948.125,0.0,9.272676467895508,21.111230850219727,,,,,,
budgeted_primal_dual_pgd_repair,1,-53994.3515625,2133.536865234375,21593.77734375,1.9868215517249155e-08,1.4790587425231934,7.216684341430664,10.0,0.8527178764343262,0.019999999552965164,1.0,0.00020028339349664748,-0.005000084638595581
budgeted_primal_dual_pgd_repair,2,-2459238.0,82296.0390625,983673.875,0.0,2.349987268447876,8.966684341430664,,,,,,
budgeted_primal_dual_pgd_repair,3,-1976930.375,66220.4921875,790732.125,0.0,3.224987268447876,10.716684341430664,,,,,,
budgeted_primal_dual_pgd_repair,4,-2079229.0,69620.7734375,831631.6875,0.0,4.099987506866455,12.466684341430664,,,,,,
budgeted_primal_dual_pgd_repair,5,-2075592.25,69491.8125,830156.8125,0.0,4.974987030029297,14.216684341430664,,,,,,
budgeted_primal_dual_pgd_repair,6,-2080645.5,69633.2265625,832157.875,0.0,5.849987030029297,15.966684341430664,,,,,,
budgeted_primal_dual_pgd_repair,7,-2083241.875,69672.6484375,833175.4375,0.0,6.724987506866455,17.716684341430664,,,,,,
budgeted_primal_dual_pgd_repair,8,-2265909.0,75713.7265625,906221.0,0.0,7.599987506866455,19.466684341430664,,,,,,
budgeted_primal_dual_pgd_repair,9,-2231311.25,74552.140625,892380.875,0.0,8.397677421569824,19.361230850219727,,,,,,
budgeted_primal_dual_pgd_repair,10,-2245326.0,75009.96875,897948.125,0.0,9.272676467895508,21.111230850219727,,,,,,
budgeted_primal_dual_pgd_repair,11,-2698878.0,75134.109375,899475.1875,0.0,12.693619728088379,27.11444091796875,,,,,,
budgeted_primal_dual_pgd_repair,12,-3354828.0,93192.84375,1118059.5,0.0,16.128820419311523,34.61444091796875,,,,,,
budgeted_primal_dual_pgd_repair,13,-3257828.0,90550.0,1085772.625,0.0,18.24260139465332,41.66676330566406,,,,,,
budgeted_primal_dual_pgd_repair,14,-3307282.75,102656.0,1102070.75,0.0,21.99260139465332,49.16676330566406,,,,,,
budget_aware_primal_dual_unfolded,1,-115983.875,2133.536865234375,21593.77734375,1.9868215517249155e-08,0.10989385098218918,1.0414353609085083,,,,,,
budget_aware_primal_dual_unfolded,2,-176014.15625,21561.873046875,257564.21875,0.0,0.1261228770017624,1.0775625705718994,,,,,,
budget_aware_primal_dual_unfolded,3,-11110206.0,83581.1171875,1002652.125,0.0,8.724696159362793,21.35335922241211,,,,,,
budget_aware_primal_dual_unfolded,4,-448.5268249511719,28005.828125,335889.3125,0.0,9.835851669311523,24.28057098388672,,,,,,
budget_aware_primal_dual_unfolded,5,-26188.943359375,1264.5191650390625,14797.5771484375,0.0,9.83687686920166,24.280067443847656,,,,,,
budget_aware_primal_dual_unfolded,6,-5675.83642578125,385.5282897949219,4282.69677734375,0.0,16.01041603088379,43.49183654785156,,,,,,
budget_aware_primal_dual_unfolded,7,-814.5311279296875,332.8600769042969,3713.26220703125,0.0,21.858835220336914,62.61495590209961,,,,,,
budget_aware_primal_dual_unfolded,8,-786.0386962890625,18.11393165588379,205.86187744140625,0.0,21.86170196533203,62.62616729736328,,,,,,
budget_aware_primal_dual_unfolded,9,-3153.554443359375,17.282672882080078,197.54049682617188,0.0,21.908445358276367,62.87520217895508,,,,,,
budget_aware_primal_dual_unfolded,10,-1175.5611572265625,3.132833480834961,18.535131454467773,0.0,21.908960342407227,62.876609802246094,,,,,,
feasibility_restored_primal_dual_unfolded,1,-115983.875,2133.536865234375,21593.77734375,1.9868215517249155e-08,0.10989385098218918,1.0414353609085083,10.0,0.9579359889030457,0.019999999552965164,1.0,0.00020284955098759383,-0.004999786615371704
feasibility_restored_primal_dual_unfolded,2,-176014.15625,21561.873046875,257564.21875,0.0,0.1261228770017624,1.0775625705718994,,,,,,
feasibility_restored_primal_dual_unfolded,3,-11110206.0,83581.1171875,1002652.125,0.0,8.724696159362793,21.35335922241211,,,,,,
feasibility_restored_primal_dual_unfolded,4,-448.5268249511719,28005.828125,335889.3125,0.0,9.835851669311523,24.28057098388672,,,,,,
feasibility_restored_primal_dual_unfolded,5,-26188.943359375,1264.5191650390625,14797.5771484375,0.0,9.83687686920166,24.280067443847656,,,,,,
feasibility_restored_primal_dual_unfolded,6,-5675.83642578125,385.5282897949219,4282.69677734375,0.0,16.01041603088379,43.49183654785156,,,,,,
feasibility_restored_primal_dual_unfolded,7,-814.5311279296875,332.8600769042969,3713.26220703125,0.0,21.858835220336914,62.61495590209961,,,,,,
feasibility_restored_primal_dual_unfolded,8,-786.0386962890625,18.11393165588379,205.86187744140625,0.0,21.86170196533203,62.62616729736328,,,,,,
feasibility_restored_primal_dual_unfolded,9,-3153.554443359375,17.282672882080078,197.54049682617188,0.0,21.908445358276367,62.87520217895508,,,,,,
feasibility_restored_primal_dual_unfolded,10,-1175.5611572265625,3.132833480834961,18.535131454467773,0.0,21.908960342407227,62.876609802246094,,,,,,
feasibility_restored_primal_dual_unfolded,11,-1077.75048828125,6.146183013916016,59.301368713378906,0.0,23.97698402404785,70.3766098022461,,,,,,
feasibility_restored_primal_dual_unfolded,12,-2434578.75,83354.703125,811117.4375,0.0,26.902694702148438,76.94732666015625,,,,,,
feasibility_restored_primal_dual_unfolded,13,-2207256.25,66091.3984375,735224.9375,0.0,30.152114868164062,84.44732666015625,,,,,,
feasibility_restored_primal_dual_unfolded,14,-2230223.5,62185.515625,742814.75,0.0,33.529083251953125,91.94732666015625,,,,,,
risk_neutral_pgd,1,28.296045303344727,2341.4951171875,21927.478515625,1.419158213167293e-08,,,,,,,,
risk_neutral_pgd,2,51.58003234863281,3309.0,33901.1796875,0.0,,,,,,,,
risk_neutral_pgd,3,55.419647216796875,2604.909423828125,25034.158203125,0.0,,,,,,,,
risk_neutral_pgd,4,57.42131423950195,2163.1982421875,20474.794921875,0.0,,,,,,,,
risk_neutral_pgd,5,59.13663101196289,2101.759765625,19993.888671875,0.0,,,,,,,,
risk_neutral_pgd,6,60.85135269165039,6399.43603515625,71769.640625,0.0,,,,,,,,
risk_neutral_pgd,7,58.64970016479492,4797.4697265625,52156.0859375,0.0,,,,,,,,
risk_neutral_pgd,8,60.806884765625,3425.733154296875,35017.30078125,0.0,,,,,,,,
risk_neutral_pgd,9,59.44724655151367,2629.181884765625,25964.306640625,0.0,,,,,,,,
risk_neutral_pgd,10,59.8535041809082,2946.350830078125,30196.7578125,0.0,,,,,,,,
wideband_pgd,1,-21693.62109375,380.1712341308594,2001.8817138671875,3.12214822884016e-08,,,,,,,,
wideband_pgd,2,-3528087.75,37860.2890625,370026.40625,0.0,,,,,,,,
wideband_pgd,3,-2203793.0,24089.337890625,230310.171875,0.0,,,,,,,,
wideband_pgd,4,-2523067.0,27558.294921875,263714.71875,0.0,,,,,,,,
wideband_pgd,5,-2444356.75,26745.375,255400.015625,0.0,,,,,,,,
wideband_pgd,6,-2464500.75,26967.244140625,257502.21875,0.0,,,,,,,,
wideband_pgd,7,-2459585.0,26917.357421875,256981.015625,0.0,,,,,,,,
wideband_pgd,8,-2460845.5,26931.53125,257112.171875,0.0,,,,,,,,
wideband_pgd,9,-2460540.0,26928.490234375,257079.6875,0.0,,,,,,,,
wideband_pgd,10,-2460618.5,26929.240234375,257088.0625,0.0,,,,,,,,
budgeted_primal_dual_pgd,1,-4987.462890625,380.1712341308594,2001.8817138671875,3.12214822884016e-08,1.3728793859481812,5.751807689666748,,,,,,
budgeted_primal_dual_pgd,2,-1215408.375,40646.82421875,486153.59375,0.0,2.145796060562134,5.66845703125,,,,,,
budgeted_primal_dual_pgd,3,-933597.625,31244.4921875,373419.90625,0.0,2.7577850818634033,7.41845703125,,,,,,
budgeted_primal_dual_pgd,4,-980214.75,32790.51171875,392052.625,0.0,3.3607711791992188,9.16845703125,,,,,,
budgeted_primal_dual_pgd,5,-974459.8125,32595.142578125,389736.03125,0.0,3.9607837200164795,10.91845703125,,,,,,
budgeted_primal_dual_pgd,6,-975602.25,32630.34375,390177.21875,0.0,4.559615135192871,12.66845703125,,,,,,
budgeted_primal_dual_pgd,7,-975518.375,32626.521484375,390128.21875,0.0,5.158102512359619,14.41845703125,,,,,,
budgeted_primal_dual_pgd,8,-975582.9375,32625.802734375,390138.5,0.0,5.7564377784729,16.16845703125,,,,,,
budgeted_primal_dual_pgd,9,-975620.6875,32622.439453125,390138.03125,0.0,6.354730129241943,17.91845703125,,,,,,
budgeted_primal_dual_pgd,10,-975660.9375,32626.333984375,390138.21875,0.0,6.953005313873291,19.66845703125,,,,,,
budgeted_primal_dual_pgd_repair,1,-4987.462890625,380.1712341308594,2001.8817138671875,3.12214822884016e-08,1.3728793859481812,5.751807689666748,10.0,0.9023232460021973,0.019999999552965164,1.0,0.00019644487474579364,-0.004999607801437378
budgeted_primal_dual_pgd_repair,2,-1215408.375,40646.82421875,486153.59375,0.0,2.145796060562134,5.66845703125,,,,,,
budgeted_primal_dual_pgd_repair,3,-933597.625,31244.4921875,373419.90625,0.0,2.7577850818634033,7.41845703125,,,,,,
budgeted_primal_dual_pgd_repair,4,-980214.75,32790.51171875,392052.625,0.0,3.3607711791992188,9.16845703125,,,,,,
budgeted_primal_dual_pgd_repair,5,-974459.8125,32595.142578125,389736.03125,0.0,3.9607837200164795,10.91845703125,,,,,,
budgeted_primal_dual_pgd_repair,6,-975602.25,32630.34375,390177.21875,0.0,4.559615135192871,12.66845703125,,,,,,
budgeted_primal_dual_pgd_repair,7,-975518.375,32626.521484375,390128.21875,0.0,5.158102512359619,14.41845703125,,,,,,
budgeted_primal_dual_pgd_repair,8,-975582.9375,32625.802734375,390138.5,0.0,5.7564377784729,16.16845703125,,,,,,
budgeted_primal_dual_pgd_repair,9,-975620.6875,32622.439453125,390138.03125,0.0,6.354730129241943,17.91845703125,,,,,,
budgeted_primal_dual_pgd_repair,10,-975660.9375,32626.333984375,390138.21875,0.0,6.953005313873291,19.66845703125,,,,,,
budgeted_primal_dual_pgd_repair,11,-1170770.625,32626.828125,390138.65625,0.0,9.594573020935059,27.16845703125,,,,,,
budgeted_primal_dual_pgd_repair,12,-1462528.625,40636.13671875,487334.90625,0.0,12.361164093017578,34.66845703125,,,,,,
budgeted_primal_dual_pgd_repair,13,-1432053.5,39772.18359375,477130.5,0.0,14.991950988769531,42.16845703125,,,,,,
budgeted_primal_dual_pgd_repair,14,-1435202.625,40161.82421875,478144.9375,0.0,17.482410430908203,49.66845703125,,,,,,
budget_aware_primal_dual_unfolded,1,-10400.400390625,380.1712341308594,2001.8817138671875,3.12214822884016e-08,0.11737369745969772,1.2141789197921753,,,,,,
budget_aware_primal_dual_unfolded,2,-128134.3125,15396.6328125,183887.703125,0.0,0.13370899856090546,1.2060600519180298,,,,,,
budget_aware_primal_dual_unfolded,3,-7080207.0,55102.79296875,660054.5625,0.0,7.440927028656006,20.356904983520508,,,,,,
budget_aware_primal_dual_unfolded,4,-476.0788879394531,19744.216796875,236495.125,0.0,8.575839042663574,23.404476165771484,,,,,,
budget_aware_primal_dual_unfolded,5,-32184.2265625,1545.8955078125,18455.31640625,0.0,8.577064514160156,23.40800666809082,,,,,,
budget_aware_primal_dual_unfolded,6,-7751.53076171875,502.6534729003906,5942.98681640625,0.0,14.897895812988281,43.09474182128906,,,,,,
budget_aware_primal_dual_unfolded,7,-806.7871704101562,210.36241149902344,2405.49267578125,0.0,20.780258178710938,61.41466522216797,,,,,,
budget_aware_primal_dual_unfolded,8,-628.9315185546875,16.06201171875,180.73403930664062,0.0,20.782907485961914,61.42860794067383,,,,,,
budget_aware_primal_dual_unfolded,9,-2594.423828125,15.330513000488281,173.32037353515625,0.0,20.821264266967773,61.69424057006836,,,,,,
budget_aware_primal_dual_unfolded,10,-536.819580078125,1.5224624872207642,13.824552536010742,0.0,20.82154655456543,61.69609451293945,,,,,,
feasibility_restored_primal_dual_unfolded,1,-10400.400390625,380.1712341308594,2001.8817138671875,3.12214822884016e-08,0.11737369745969772,1.2141789197921753,10.0,0.6758826375007629,0.019999999552965164,1.0,0.09152879565954208,-0.0049998462200164795
feasibility_restored_primal_dual_unfolded,2,-128134.3125,15396.6328125,183887.703125,0.0,0.13370899856090546,1.2060600519180298,,,,,,
feasibility_restored_primal_dual_unfolded,3,-7080207.0,55102.79296875,660054.5625,0.0,7.440927028656006,20.356904983520508,,,,,,
feasibility_restored_primal_dual_unfolded,4,-476.0788879394531,19744.216796875,236495.125,0.0,8.575839042663574,23.404476165771484,,,,,,
feasibility_restored_primal_dual_unfolded,5,-32184.2265625,1545.8955078125,18455.31640625,0.0,8.577064514160156,23.40800666809082,,,,,,
feasibility_restored_primal_dual_unfolded,6,-7751.53076171875,502.6534729003906,5942.98681640625,0.0,14.897895812988281,43.09474182128906,,,,,,
feasibility_restored_primal_dual_unfolded,7,-806.7871704101562,210.36241149902344,2405.49267578125,0.0,20.780258178710938,61.41466522216797,,,,,,
feasibility_restored_primal_dual_unfolded,8,-628.9315185546875,16.06201171875,180.73403930664062,0.0,20.782907485961914,61.42860794067383,,,,,,
feasibility_restored_primal_dual_unfolded,9,-2594.423828125,15.330513000488281,173.32037353515625,0.0,20.821264266967773,61.69424057006836,,,,,,
feasibility_restored_primal_dual_unfolded,10,-536.819580078125,1.5224624872207642,13.824552536010742,0.0,20.82154655456543,61.69609451293945,,,,,,
feasibility_restored_primal_dual_unfolded,11,-364.0458984375,3.428051233291626,39.31370544433594,0.0,21.367538452148438,67.74488067626953,,,,,,
feasibility_restored_primal_dual_unfolded,12,-1532797.625,52149.18359375,510527.15625,0.0,24.450918197631836,75.24488067626953,,,,,,
feasibility_restored_primal_dual_unfolded,13,-1332279.25,38188.00390625,443625.5,0.0,27.244474411010742,82.74488067626953,,,,,,
feasibility_restored_primal_dual_unfolded,14,-1352137.75,37705.8671875,450184.3125,0.0,30.18220329284668,90.24488067626953,,,,,,
risk_neutral_pgd,1,23.46006202697754,3415.0400390625,32375.703125,2.554484801464696e-08,,,,,,,,
risk_neutral_pgd,2,46.22550582885742,3330.571533203125,31863.98828125,0.0,,,,,,,,
risk_neutral_pgd,3,46.95533752441406,3329.514404296875,31530.33984375,0.0,,,,,,,,
risk_neutral_pgd,4,49.34675216674805,3166.94140625,29773.4453125,0.0,,,,,,,,
risk_neutral_pgd,5,50.27284622192383,3086.282958984375,28054.19921875,0.0,,,,,,,,
risk_neutral_pgd,6,50.6662712097168,3239.177490234375,28016.203125,0.0,,,,,,,,
risk_neutral_pgd,7,52.98110580444336,3132.487060546875,28088.6640625,0.0,,,,,,,,
risk_neutral_pgd,8,52.20573806762695,3154.49609375,28488.216796875,0.0,,,,,,,,
risk_neutral_pgd,9,51.54647445678711,2919.416748046875,25421.279296875,0.0,,,,,,,,
risk_neutral_pgd,10,51.69234085083008,4108.17626953125,38875.78125,0.0,,,,,,,,
wideband_pgd,1,-41345.79296875,782.176513671875,3704.03759765625,2.838316426334586e-08,,,,,,,,
wideband_pgd,2,-10819252.0,123839.4140625,1120210.5,0.0,,,,,,,,
wideband_pgd,3,-6607974.5,78225.6328125,679326.375,0.0,,,,,,,,
wideband_pgd,4,-7688202.5,90441.1484375,791450.375,0.0,,,,,,,,
wideband_pgd,5,-7500894.0,88082.5,772459.1875,0.0,,,,,,,,
wideband_pgd,6,-7615153.0,89293.2265625,784471.5625,0.0,,,,,,,,
wideband_pgd,7,-7631178.0,89396.1328125,786281.75,0.0,,,,,,,,
wideband_pgd,8,-7654876.0,89622.8515625,788818.8125,0.0,,,,,,,,
wideband_pgd,9,-7665451.0,89716.6015625,789964.8125,0.0,,,,,,,,
wideband_pgd,10,-7672392.0,89780.4765625,790712.6875,0.0,,,,,,,,
budgeted_primal_dual_pgd,1,-9269.6728515625,782.176513671875,3704.03759765625,2.838316426334586e-08,1.5333322286605835,5.500833511352539,,,,,,
budgeted_primal_dual_pgd,2,-3686593.0,123227.0625,1474614.0,0.0,2.466665506362915,7.250833511352539,,,,,,
budgeted_primal_dual_pgd,3,-2754821.25,92163.9453125,1101898.0,0.0,3.246774673461914,8.664318084716797,,,,,,
